Name,Water(g),Energy(g),Protein(g),Fat(g),Carbohydrate(mg),Fiber(mg),Ash(mg),Calcium(CA)(mg),Phospor(P)(mg),Iron(Fe)(mg),Sodium(Na)(mg),Pottasium(Ka)(mg),Copper(Cu)(mg),Zinc(Zn)(mg),Retinol(vit.A)(mcg),?-carotene(mcg),Carotene(Total)(mcg),Thiamin(vit.B1)(mcg),Riboflavin(vit.B2)(mg),Niacin(mg),Vitamin_C(mg),Eaten%,Raw_Processed,Group
"Bubara fish, fresh",75.5,100,14.7,2.4,4.9,-,1.6,90,90,0.4,390,390,0.7,0.8,-,-,-,-,-,-,-,-,Single,Fish etc.
"Indo-Pacifik Tarpon, fresh",66.7,134,25.5,1.3,5,-,1.5,29,29,0.5,197,489,0.1,0.5,-,-,-,0.3,0.02,0.8,-,-,Single,Fish etc.
"Fish, skipjack, fresh",73,107,19.6,0.7,5.5,-,1.2,23,242,2.9,66,239,0.2,0.6,386,-,-,0.17,0.05,21.7,-,-,Single,Fish etc.
"Scipjack tuna, fresh",73.4,120,11.3,3.9,10,-,1.4,30,30,0.9,420,280,1.6,4.3,-,-,-,-,-,0.2,-,-,Single,Fish etc.
"Scipjack tuna, heart, fresh",76.3,116,11.2,1.2,10.2,-,1.1,10,40,3.4,360,250,0.5,1.9,908,-,-,-,-,0.1,-,-,Single,Fish etc.
"Scipjack tuna, belly, fresh",79.1,86,10.2,1.1,8.7,-,0.9,20,110,2.1,230,210,0.3,9.3,-,-,-,0.24,-,0.3,-,-,Single,Fish etc.
"Squid, fresh",82.2,75,16.1,0.7,0.1,-,0.9,32,200,1.8,37,204.1,1.6,1.3,-,20,-,0.08,-,2.5,-,-,Single,Fish etc.
"Leaf fish, fresh",78.6,101,11.5,4.1,4.6,-,1.2,80,210,0.8,120,270,0.1,0.9,-,-,-,0.08,0.07,0.1,-,-,Single,Fish etc.
"Yellowtail, fish, fresh",74.1,108,22.3,1.2,2.1,-,0.3,30,220,0.5,50,230,0.1,0.6,40,29,-,-,0.1,0.2,-,-,Single,Fish etc.
"Asian snakehead, fresh",79.6,80,16.2,0.5,2.6,-,1.1,170,139,0.1,65,254,0.3,0.4,335,-,-,0.4,0.2,0.1,-,-,Single,Fish etc.
"Heu fish, fresh",75.6,81,10,1.6,6.6,-,6.2,"1,910",990,2.1,240,210,0.1,2.7,-,-,-,0.87,-,0.2,-,-,Single,Fish etc.
"Rohu (Black fish), fresh",78.2,101,10.3,3.7,6.7,-,1.1,50,140,0.4,70,210,-,0.4,67,-,-,-,0.1,0.1,-,-,Single,Fish etc.
"Fish, shark, fresh",85.7,57,10.7,0.3,2.2,-,1.1,75,206,2,-,-,0.02,-,-,-,-,0.05,-,-,-,-,Single,Fish etc.
"Pike fish, fresh",80.7,77,15.6,0.9,1.6,-,1.2,94,170,1.7,-,-,-,-,18,-,-,0.07,-,-,-,-,Single,Fish etc.
"Snapper fish, fresh",77,92,20,0.7,-,-,2.3,20,200,1,-,-,-,-,9,-,-,0.05,-,-,-,-,Single,Fish etc.
"Parrot fish, fresh",79.7,82,11.4,1.2,6.4,-,1.3,20,160,0.4,90,300,0.1,0.3,18,-,-,-,-,0.2,-,-,Single,Fish etc.
"Freshwater fish, fresh",80.3,77,16.4,0.7,1.3,-,1.3,182,248,0.9,40,334,0.7,0.8,-,-,-,0.16,0.15,1.9,-,-,Single,Fish etc.
"Camera Fish, fresh",78.5,86,19.7,0.8,-,-,1.3,50,170,0.3,90,290,0.3,0.1,26,-,-,-,0.08,0.1,-,-,Single,Fish etc.
"Flak fish, fresh",74.2,132,17,6.7,0.8,-,1.3,151,272,1.2,78,229,0.9,0.7,-,-,-,0.07,0.03,-,-,-,Single,Fish etc.
"Kawalinya fish, fresh",76.1,110,12.6,4.2,5.4,-,1.7,80,300,1.5,340,300,0.2,1.4,146,-,-,-,-,0.2,-,-,Single,Fish etc.
"Oci fish, bloated, fresh",71.4,125,21.3,3.4,2.2,-,1.7,136,69,0.8,214,245,0.2,1.1,-,-,-,0.26,0.03,0.2,-,80,Single,Fish etc.
"Snail, fresh",81,64,12,1,2,-,4,217,78,1.7,231,9,0.37,0.1,-,244,-,-,-,-,-,46,Single,Fish etc.
"Crab, fresh",68.1,151,13.8,3.8,14.1,-,0.2,210,250,1.1,-,-,-,-,61,-,-,0.05,-,-,-,45,Single,Fish etc.
"Scallops, fresh",78.2,101,14.4,2.6,3.9,-,0.9,321,270,15.6,-,-,-,-,-,-,-,0.01,-,-,-,100,Single,Fish etc.
"Keru-keru fish, fresh",77.2,93,16.5,2.1,0.8,-,3.4,65,217,2.4,137,255.3,0.34,0.7,-,-,-,0.01,0.09,1.6,-,55,Single,Fish etc.
"Clam, shell, fresh",82.1,70,10.8,0.7,5.2,-,1.2,53,72,2,342,101,0.5,0.5,401,-,-,0.22,0.05,5.8,-,-,Single,Fish etc.
"Frog, fresh",81.9,73,16.4,0.3,-,-,1.4,18,147,1.1,-,-,-,-,-,-,-,0.14,-,-,-,65,Single,Fish etc.
"Turtles (Tortoise), fresh",80,83,19.1,0.2,-,-,0.7,27,87,0.7,-,-,-,-,-,-,-,0.2,-,-,-,70,Single,Fish etc.
"Kuro, fresh",79.9,87,16,2.2,1,-,0.9,75,136,1,-,-,-,-,6,-,-,0.04,-,-,-,52,Single,Fish etc.
"Lais fish, fresh",65,161,11.9,11.5,2.4,-,9.2,70,237,-,-,-,-,-,-,-,-,0.05,-,-,-,62,Single,Fish etc.
"Fly fish, fresh",74,109,22,1.7,-,-,2.3,50,150,2,-,-,-,-,45,-,-,0.05,-,-,-,80,Single,Fish etc.
"Layur fish, fresh",80.1,82,18,1,0.4,-,0.5,48,229,2.2,-,-,-,-,4,-,-,0.04,-,-,-,49,Single,Fish etc.
"Lehoma fish, fresh",77.6,90,20.4,0.9,-,-,1.1,88,270,0.7,56,281,0.3,0.9,"1,047",-,-,0.32,0.03,0.2,-,-,Single,Fish etc.
"Lemuru fish, fresh",76,112,20,3,-,-,1,20,100,1,-,-,-,-,30,-,-,0.05,-,-,-,80,Single,Fish etc.
"Aloe fish, fresh",78.3,104,15.6,3.2,2,-,0.9,30,143,2,-,-,-,-,33,-,-,0.03,-,-,-,-,Single,Fish etc.
"Lokan, fresh",80.9,217,11,1.7,5.1,-,1.3,20,390,10.9,3,7,0.2,2.7,-,-,-,0.45,0.07,-,-,-,Single,Fish etc.
"Malalugis fish, fresh",75.6,99,20.6,1.4,0.9,-,1.5,164,330,0.5,76,282,0.2,0.9,661,-,-,0.3,0.02,0.5,-,-,Single,Fish etc.
"Red Mamar fish, fresh",75,115,15.3,4,4.4,-,1.3,60,190,1.6,120,240,0.2,1,-,-,-,0.2,0.1,0.1,-,-,Single,Fish etc.
"Goldfish, fresh",80,86,16,2,-,-,2,20,150,2,65,276.7,0.1,1.1,45,8,-,0.05,0.1,2.6,-,80,Single,Fish etc.
"Mayong fish, fresh",78.2,97,17.9,2,0.4,-,1.5,40,100,2.5,-,-,-,-,21,-,-,0.1,-,-,-,89,Single,Fish etc.
"Mujahir fish, fresh",79.7,89,18.7,1,-,-,1.1,96,209,1.5,51,265.8,-,0.2,6,3,5,0.03,0.1,2,-,80,Single,Fish etc.
"Nasu metti fish, fresh",65.3,154,16.8,5,10.5,-,2.4,80,244,1.6,421,488,0.2,1.2,-,-,-,0.47,0.15,9.6,-,-,Single,Fish etc.
"Paling fish, fresh",58,303,14,27,-,-,1,20,200,1,43,-,-,-,485,-,-,0.1,-,-,2,100,Single,Fish etc.
"Papuyu fish, fresh",75,120,14.3,4.9,4.6,-,1.2,329,436,1.5,240,169,0.8,1.1,-,-,-,-,0.05,3.1,-,-,Single,Fish etc.
"Catfish, fresh",74.4,132,17,6.6,1.1,-,0.9,31,173,1.6,77,346,0.7,0.8,-,7,-,0.2,0.03,1.7,-,-,Single,Fish etc.
"Pomo fish, fresh",68.3,147,22.5,5.2,2.6,-,1.4,80,230,1.3,-,380,0.2,0.7,89,-,-,-,-,-,-,-,Single,Fish etc.
"Puntin fish, fresh",81.1,76,14.4,1.1,2.2,-,1.2,28,166,-,-,325,0.1,0.6,-,-,-,0.31,0.11,-,-,-,Single,Fish etc.
"Small Crab, fresh",80.2,76,12.1,2,2.4,-,2.7,721,214,2.2,69,192,1.7,2.9,599,40,-,0.2,0.25,0.2,-,-,Single,Fish etc.
"Rebon, small shrimp, fresh",79,81,16.2,1.2,0.7,-,2.9,757,292,2.2,169,202.9,0.7,1.2,18,-,-,0.04,0.1,2.4,-,100,Single,Fish etc.
"Saluang fish, fresh",74.8,113,13.9,4.9,3.4,-,3,642,646,1.9,51,182,0.8,3.6,-,-,-,0.21,0.02,1.8,-,89,Single,Fish etc.
"Sardines, fresh",72.7,109,19.9,1.8,3.4,-,2.2,95,597,1.3,266,227,0.3,2,195,-,-,0.26,0.03,4.4,-,-,Single,Fish etc.
"Selar fish, fresh",75.4,100,18.8,2.2,-,-,3.6,40,179,0.5,43,392.6,0.1,0.3,45,-,-,0.37,0.2,3.4,-,48,Single,Fish etc.
"Sepat fish, fresh",78.8,84,15.2,0.6,4.7,-,0.8,68,171,2.1,211,198,0.7,0.6,-,-,-,0.16,0.03,1.9,-,75,Single,Fish etc.
"Sidat fish, fresh",71.3,81,11.4,1.9,3.8,-,11.6,118,174,3,46,245.9,-,1.5,15,-,-,-,0.4,3.2,-,100,Single,Fish etc.
"Sunu fish, fresh",75.5,111,13.3,3.4,6.7,-,1.1,86,174,1.2,91,197,-,0.6,309,-,-,1.03,0.1,0.2,-,70,Single,Fish etc.
"Tahuman fish, fresh",77.4,88,15.9,0.9,4.1,-,1.8,221,223,-,24,364,0.4,0.7,-,-,-,0.2,0.25,1.6,-,-,Single,Fish etc.
"Sale fish, fresh",8.5,534,40.2,39.3,4.9,2,7.1,199,"1,244",2.7,673,673,0.3,2.6,-,410,-,0.02,0.5,-,0.2,100,Single,Fish etc.
"Tarmon fish, fresh",76.7,96,19.5,1.1,2,-,0.8,9,129,0.3,43,154,0.1,0.5,-,-,-,0.15,0.02,1.7,-,-,Single,Fish etc.
"Telan fish, fresh",75.3,95,15.8,0.7,6.5,-,1.7,503,354,0.2,58,294,1.6,1.2,-,-,-,0.18,0.02,1.9,-,-,Single,Fish etc.
"Tembang fish, fresh",65,204,16,15,-,-,4,20,200,2,341,291,0.4,2.6,30,-,-,0.05,-,5.6,-,80,Single,Fish etc.
"Tempahas fish, fresh",78.9,101,15.1,4.1,1,-,0.9,32,163,-,50,320,0.7,0.6,-,-,-,0.02,0.05,1.5,-,-,Single,Fish etc.
"Flying fish, fresh",76.1,98,19.6,1.7,1,-,1.6,90,190,0.6,90,320,0.1,0.5,39,-,-,-,0.1,0.1,-,-,Single,Fish etc.
"Anchovy, fresh",80,74,10.3,1.4,4.1,-,4.2,972,253,3.9,554,126.1,305.2,0.2,13,-,28,0.24,0.1,1.9,-,100,Single,Fish etc.
"Titang fish, fresh",78.8,82,17.4,0.4,2.3,-,1.1,145,130,1.8,110,275,0.1,0.8,581,-,-,0.64,0.03,1.5,-,-,Single,Fish etc.
"Tuna fish, fresh",74.7,100,13.7,1.5,8,-,2.1,92,606,1.7,202,227,0.2,1.6,181,-,-,0.35,0.03,6.6,-,100,Single,Fish etc.
"Turi fish, fresh",76.9,96,19.2,2,0.2,-,2.1,340,340,0.8,370,300,0.1,2,26,-,-,-,-,-,-,-,Single,Fish etc.
"Shrimp, big, fresh",85.5,56,11.4,0.6,1.2,-,1.3,30,20,0.3,190,210,0.4,0.8,-,0.1,-,0.14,-,0.1,-,68,Single,Fish etc.
"Lobster, fresh",79,81,16.5,0.3,3,-,1.2,87,167,0.7,95,132,0.7,1.2,-,3,-,0.24,0.03,2.9,-,68,Single,Fish etc.
"Shrimp, fresh",75,91,21,0.2,0.1,-,3.7,136,170,8,178,222.4,0.3,1.3,18,4,-,0.01,0.4,3.7,-,68,Single,Fish etc.
"Chicken eggs, omelette, cooking",61.9,251,16.3,19.4,1.4,-,1,62,250,2.5,-,-,-,-,36,-,221,0.21,-,-,-,100,Processed,Egg
"Duck, egg, salted, raw",66.5,179,13.6,13.3,4.4,-,2.2,120,157,1.8,483,140.1,-,-,253,13,-,0.28,0.98,0.6,-,83,Processed,Egg
"Duck egg, omelette, cooking",55.1,301,20,23.7,-,-,1.2,71,600,9.2,-,-,-,-,122,-,613,0.35,-,-,-,100,Processed,Egg
"Fish, eggs, salted, raw",37.8,358,20.7,26.4,9.4,-,5.7,48,311,15.1,"2,684",59,0.4,3,"1,866",-,-,0.21,0.54,2.1,-,100,Processed,Egg
"Bayau mi balu, cooking",36.1,313,6,12.2,44.8,-,0.9,-,-,-,-,-,-,-,783,89,-,0.14,0.27,9.7,-,100,Processed,Egg
"Brackish cucuru, cooking",35,349,6.8,18.7,38.3,-,1.2,-,-,-,-,-,-,-,-,123,-,0.06,0.25,-,-,100,Processed,Egg
"Kalio egg, cooking",79,193,10.6,12.4,9.7,-,1.4,148,246,3.8,540,-,-,-,160,-,"3,600",0.44,-,-,-,100,Processed,Egg
"Feral chicken, egg, fresh",73.1,174,10.8,14,1.2,-,0.9,68,268,4.9,190,141,0.6,1.5,203,23,125,0.78,0.62,0.2,-,87,Single,Egg
"Domestic chicken, egg, fresh",74.3,154,12.4,10.8,0.7,-,0.8,86,258,3,142,118.5,0.16,1,61,22,104,0.12,0.38,0.2,-,89,Single,Egg
"Domestic chicken, egg, yolk, raw",49.4,355,16.3,31.9,0.7,-,1.7,147,586,7.2,111,107.5,0.2,2.5,606,63,-,0.27,0.51,0.2,-,100,Single,Egg
"Domestic chicken, egg, white, raw",87.8,50,10.8,-,0.8,-,0.6,6,17,0.2,164,138.5,0.03,0.4,-,-,-,-,0.26,0.4,-,100,Single,Egg
"Duck, alabio, egg, fresh",70,187,11.8,14.2,3,-,1,60,268,6,115,80,0.6,1.7,180,437,-,1.55,0.37,0.1,-,90,Single,Egg
"Duck, egg, yolk, fresh",47,386,17,35,0.8,-,0.2,150,400,7,106,90.7,0.09,2.5,870,747,-,0.6,0.68,1.4,-,100,Single,Egg
"Duck, egg, white, fresh",88,54,11,-,0.8,-,0.2,21,20,0.1,184,150.2,0.13,0.1,-,-,-,0.01,0.02,0.1,-,100,Single,Egg
"Domestic duck, egg, fresh",67.7,187,10.9,12.4,7.9,-,1.1,64,295,5.4,209,146,0.4,1.8,378,471,375,1.62,0.03,0.1,-,90,Single,Egg
"Maleo, bird, egg, fresh",36,436,26.5,36.3,0.4,-,0.8,154,120,4.3,77,333,0.4,2.9,"3,987",-,-,-,1,0.2,-,-,Single,Egg
"Turtle eggs, fresh",7.4,136,8.6,10.1,2.7,-,1.2,66,282,3.4,478,115,0.5,1.4,82,17,-,0.21,0.02,-,-,90,Single,Egg
"Quail, egg, fress",79.8,116,10.7,7,1.6,-,0.9,65,191,3.5,111,11,0.05,1.2,95,80,-,0.13,0.65,0.1,-,100,Single,Egg
Ice cream,62.1,210,4,12.5,20.6,-,0.8,123,99,0.1,78,193.4,-,0.7,158,0.2,-,0.04,0.23,0.1,1,100,Processed,Milk
Hangop,84,65,10,1,3.5,-,1.5,180,190,0.2,126,374.4,-,-,-,22,-,0.03,0.43,0.2,-,100,Processed,Milk
Cheese,38.5,326,22.8,20.3,13.1,-,5.3,777,338,1.5,"1,410",82.7,0.03,3.1,227,128,-,0.01,0.37,0.1,1,100,Processed,Milk
Kwark (Quark),59,242,19,17,3,-,2,300,350,0.5,37,72.7,0.01,0.2,173,-,-,0.03,0.38,0,-,100,Processed,Milk
"Sour milk for babies, powder",2.5,418,19,9,65.5,-,4,800,600,7,188,486.5,-,-,303,83,-,1,1.31,0.7,30,100,Processed,Milk
Milk powder,3.5,513,24.6,30,36.2,-,5.7,904,694,0.6,380,"1,330.00",0.02,4.1,476,118,-,0.29,1.39,1.6,6,100,Processed,Milk
Sweetened condensed milk,25,343,8.2,10,55,-,1.8,275,209,0.2,150,320,0.02,1,155,46,-,0.05,0.43,0.4,1,100,Processed,Milk
Thick milk is not sweet,73.7,138,7,7.9,9.9,-,1.5,243,195,0.2,140,303,-,-,121,-,-,0.05,-,-,1,100,Processed,Milk
"Skim milk, powder",3.5,359,35.6,1,52,-,7.9,"1,300","1,030",0.6,470,"1,745.00",0.04,4.1,-,10,-,0.35,1.05,1.2,7,100,Processed,Milk
"Skim milk, fresh",90.5,36,3.5,0.1,5.1,-,0.8,123,97,0.1,38,-,-,-,-,-,-,0.04,-,-,1,100,Processed,Milk
"Yogurt, fresh",88,52,3.3,2.5,4,-,2.2,120,90,0.1,40,299,0.01,0.6,22,10,-,0.04,0.1,0.2,-,100,Processed,Milk
"Milk head - cream, fresh",72.5,204,2.6,20,4,-,0.9,97,77,0.1,-,-,-,-,252,191,-,0.03,0.2,0.1,1,100,Single,Milk
Mother's milk - breast milk,88.1,62,1.5,3.2,7,-,0.2,34,20,0.2,15,41,0.01,0.4,-,7,-,0.01,0.03,0.2,-,100,Single,Milk
"Goat milk, fresh",85.9,64,4.3,2.3,6.6,-,0.9,98,78,2.7,35,160,0.33,0.1,38,-,-,0.06,0.45,0.3,1,100,Single,Milk
"Water Buffalo milk, fresh",73.8,160,6.3,12,7.1,-,0.8,216,101,0.2,82,-,-,0.3,24,-,-,0.04,0.07,-,1,100,Single,Milk
"Horse milk, fresh",91,40,2,1.1,5.4,-,0.4,-,-,-,-,37.4,-,-,-,1,-,-,0.2,0.2,-,100,Single,Milk
"Cow's milk, fresh",88.3,61,3.2,3.5,4.3,-,0.7,143,60,1.7,36,149,0.02,0.3,39,12,-,0.03,0.18,0.2,1,100,Single,Milk
Coconut oil (Margarine),15.5,720,0.6,81,0.4,-,2.5,20,16,-,760,25.9,-,0,606,633,-,-,-,-,-,100,Processed,Fat
Palm oil (Butter),16,742,0.5,81.6,1.4,-,1.9,15,16,1.1,653,103,-,0.4,"1,000",155,-,-,0.1,-,-,100,Processed,Fat
Coconut milk mixed with water,80,122,2,10,7.6,1.4,0.4,25,30,0.1,9,162.5,0.16,0.4,-,-,-,0.02,-,0.5,2,100,Processed,Fat
"Coconut milk, pured",54.9,324,4.2,34.3,5.6,-,1,14,45,1.9,18,514.1,0.37,0.9,-,-,-,0.02,-,0.5,2,100,Processed,Fat
"Coconut flesh, half mature, fresh",70,180,4,15,10,2.4,1,8,55,1.3,4,317.8,0.29,2.9,-,-,10,0.05,0.01,0.1,4,53,Single,Fat
"Coconut, flesh, old, fresh",46.9,359,3.4,34.7,14,4.7,1,21,98,2,3,293.9,0.44,1.1,-,-,-,0.1,-,-,2,53,Single,Fat
Lard (lard),-,902,-,100,-,-,-,-,-,-,-,-,9,0.1,-,-,-,-,-,-,-,100,Single,Fat
Lard (bacon),20,626,9.1,65,1.1,-,4.8,13,108,0.8,-,-,-,0.9,-,-,-,0.38,-,-,-,100,Single,Fat
Fish fat,43.3,372,12,29.4,14.4,-,0.3,20,230,32.7,60,52,0.4,1.1,-,-,-,0.49,0.13,-,-,100,Single,Fat
Water Buffalo fat (beef fat),5,818,1.5,90,-,-,3.5,-,-,-,29,25.8,-,-,-,283,-,-,-,0.7,-,100,Single,Fat
"Shark oil, liver",-,902,-,100,-,-,-,-,-,-,-,-,-,-,"21,212",-,-,-,-,-,-,100,Single,Fat
Fish oil,-,902,-,100,-,-,-,-,-,-,-,-,-,-,"24,242",-,-,-,-,-,-,100,Single,Fat
Peanut oil,-,902,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,Single,Fat
Soybean oil,0.1,883,-,99.9,-,-,-,-,-,-,-,0.1,-,-,-,-,-,-,-,-,-,100,Single,Fat
Coconut oil,-,870,1,98,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,Single,Fat
Palm oil,-,884,-,100,-,-,-,-,-,-,-,-,-,-,-,"18,181",-,-,-,-,-,100,Single,Fat
Sesame oil,0.1,881,0.2,99.7,-,-,-,10,5,0.1,2,20,-,-,-,-,-,0.01,0.07,0.1,-,100,Single,Fat
Olive oil,-,884,-,100,-,-,-,14,-,1.2,7,-,-,-,-,-,-,-,-,5,-,100,Single,Fat
"Sweet chocolate, bar",1.4,527,2,29.8,62.7,6.5,4.1,63,287,2.8,6,499.5,-,0,-,-,30,0.03,0.02,-,-,100,Processed,Sugar
"Bitter chocolate, bar",2.3,615,5.5,42.6,29.2,10.8,10.1,98,446,4.4,20,708.3,1.7,3.3,-,2,60,0.05,0.08,1,-,100,Processed,Sugar
"Milk chocolate, bar",1,565,9,35,53.6,3.4,1.4,200,200,2,100,405.5,0.49,2.3,-,54,30,0.08,0.45,0.5,-,100,Processed,Sugar
Cocoa powder,3.9,311,8,4,48.9,32.6,15.4,125,715,11.6,-,-,-,-,-,-,30,0.12,-,0.6,-,-,Processed,Sugar
Palm sugar,7,368,-,-,92,-,1,75,35,3,15,390.4,0.04,26.4,-,-,-,-,0.01,0.5,-,100,Processed,Sugar
Coconut sugar,10,386,3,10,76,-,1,76,37,2.6,2,-,-,-,-,-,-,-,0.34,0.5,-,100,Processed,Sugar
White sugar,5.4,394,-,-,94,-,0.6,5,1,0.1,1,4.8,-,0,-,-,-,-,-,-,-,100,Processed,Sugar
Jam,34,239,0.5,0.6,64.5,1,0.4,20,20,1,30,73.1,0.09,-,-,-,-,0.01,0.07,0,-,100,Processed,Sugar
Instant ground coffee,2.6,129,12.3,0.5,35,-,9.7,179,383,5.6,72,"3,256.00",0.14,-,-,-,-,-,0.21,30.6,-,100,Processed,Sugar
Honey,20,294,0.3,-,79.5,0.2,0.2,5,16,0.9,6,26.9,0.04,0.2,-,-,-,-,0.04,0.1,4,100,Processed,Sugar
Passion Fruit Squash,46.7,217,2.5,1,49.6,-,0.2,6,83,0.6,14,65,-,0.1,-,23,75,0.07,0.02,-,14,-,Processed,Sugar
"Passion Fruit Squash, BD",74.4,104,1.2,0.5,23.7,-,0.2,1,88,0.5,40,40,-,0.1,-,7,40,0.2,0.02,-,12,-,Processed,Sugar
Melase,21.2,276,-,0.1,71,-,7.7,6,83,0.6,14,-,-,0.3,-,-,-,0.04,-,-,-,100,Processed,Sugar
Syrup,44,213,-,-,55,-,1,-,-,-,3,4.2,-,-,-,-,-,-,-,-,-,100,Processed,Sugar
Pirous syrup,43.3,228,0.2,0.4,55.9,-,0.2,470,93,29.5,3,4.2,-,-,-,-,-,-,-,-,8,-,Processed,Sugar
"Tea, leaf, green, dried",7.7,300,28.3,4.8,53.6,9.6,5.6,245,415,18.9,60,"5,873.90",0.5,-,-,"8,400",-,0.38,1.24,4.6,230,100,Processed,Sugar
"Tea, leaf, black, dried",8,293,24.5,2.8,58.8,8.7,5.9,327,313,24.3,50,"5,854.80",-,-,-,"2,700",-,0.07,0.8,7.6,9,100,Processed,Sugar
"Tea, jasmine, black, dried",8.1,299,24.1,3.5,59,9.7,5.3,320,185,31.6,70,"5,848.40",0.53,-,-,"8,400",-,0.07,0.79,7.3,85,100,Processed,Sugar
Tiny shrimp fermented (Balichong),59.9,152,13.2,0.8,22.9,1.5,3.6,380,210,2.9,120,310,0.8,1.1,34,-,-,0.01,0.08,0.2,-,-,Processed,Seasoning
Tiny shrimp fermented (Bekasam),65.5,116,11.9,4.9,6.1,3.5,11.6,704,757,7.5,711,176,0.8,1.9,-,-,-,-,0.03,2.1,-,-,Processed,Seasoning
Fermented fish,67.1,78,11.4,2,3.6,0.4,15.9,54,97,2.6,"4,016",121,0.2,4.8,-,-,-,0.15,0.12,0.6,-,-,Processed,Seasoning
Vinegar,94.5,21,0.1,0.1,5,-,0.3,7,10,0.5,21,37.8,-,-,-,-,-,0.24,-,0.7,-,100,Processed,Seasoning
Soyabean sauce,63,71,5.7,1.3,9,-,21,123,96,5.7,"1,114",-,0.04,-,-,-,-,-,-,-,-,100,Processed,Seasoning
"Fish, fermented, paste (petis)",56,165,20,0.2,20.8,-,3,37,36,2.8,-,-,-,-,-,-,-,0.01,0.2,0.8,-,100,Processed,Seasoning
"Shrimp, fermented, dried (petis)",8.3,345,23.8,1.4,59.3,-,7.1,221,397,3.8,"11,998",462.8,0.75,1.9,-,-,232,1.02,0.4,2.2,-,100,Processed,Seasoning
"Shrimp, fermented, paste (petis)",39,220,15,0.9,38,2.3,7.1,37,36,2.8,"7,981",307.9,0.5,1.3,-,-,-,0.01,0.13,1.7,-,100,Processed,Seasoning
Tomato Sauce,69.5,110,2,0.4,24.5,0.9,3.6,12,18,0.8,890,129.7,0.18,0.3,-,357,570,0.09,0.06,1.7,11,100,Processed,Seasoning
"Tempoya (Durian, fermented)",70.1,110,1.7,1.3,21.9,2.6,5,190,45,2.9,597,486.3,-,-,-,71,-,0.3,0.04,1.1,-,100,Processed,Seasoning
"Fish, fermented, paste (terasi)",33.8,155,22.3,2.9,9.9,2.7,31.1,"3,812",726,78.5,"1,664",821.4,0.99,2.4,-,-,-,0.24,-,3.3,-,100,Processed,Seasoning
Dobo terasi,58.4,191,33.1,3.6,6.6,1.6,11.5,"2,250","1,130",22.9,650,"1,260.00",2.9,5,-,-,-,3.74,0.22,2.1,-,100,Processed,Seasoning
Red terasi,40,174,30,3.5,5.6,2.2,20.4,100,150,3.1,"7,850",302.8,0.49,1.2,-,-,-,-,0.12,1.7,-,100,Processed,Seasoning
"Chocolate carbonic sour, fresh",66.1,130,0.5,1.1,30.9,1.5,1.4,79,113,4.3,13,-,-,-,-,745,-,0.01,0.2,-,-,-,Single,Seasoning
"Red carbonic sour, fresh",75.9,99,0.8,1.6,20.3,2.8,1.4,69,300,4.6,2,95.7,-,0.1,-,529,-,0.01,0.34,1.6,-,-,Single,Seasoning
"Candis sour, dried",32.2,261,0.9,1.6,63.3,5,2,192,657,4.4,26,341.4,0.4,0.3,-,0.2,-,-,-,0.4,-,100,Single,Seasoning
"Candis sour, fresh",81.5,75,0.2,1.1,16.1,3.4,1.1,63,139,2.5,7,93.2,0.1,0.1,-,41,-,0.01,-,0.1,-,-,Single,Seasoning
"Ripe tamarind tree, fresh",31.4,267,2.8,0.6,62.5,1.2,2.7,74,113,0.6,9,139.5,0.09,0.1,-,9,30,0.34,0.04,0.7,2,48,Single,Seasoning
"Payak sour, fresh",65.1,135,0.8,0.4,32.1,10,1.6,60,39,5.7,0.2,-,-,-,-,-,-,-,-,-,-,-,Single,Seasoning
"Shallots, fresh",88,46,1.5,0.3,9.2,1.7,1,36,40,0.8,7,178.6,0.06,0.2,-,2,-,0.03,0.04,0.2,2,90,Single,Seasoning
"Garlic, fresh",71,112,4.5,0.2,23.1,0.6,1.8,42,134,1,46,665.7,0.09,0.4,-,-,-,0.22,0.07,0.3,15,88,Single,Seasoning
"Rhizomes / Kaemper / Chinesedey, fresh",90,40,1,0.8,7.2,1,1,50,50,2,33,480,0.02,0.3,-,-,"5,000",0.08,0.68,1.7,50,80,Single,Seasoning
"Rhizomes / Galanga, fresh",93,26,1,0.3,4.7,1.1,1,50,50,2,24,137.1,0.07,0.3,-,5,"5,000",0.08,0.06,0.3,50,80,Single,Seasoning
"Fresh, fresh red chili",90.8,38,1.6,0.8,6.3,1.6,0.6,49,41,1.1,7,275.3,0.12,0.2,-,"5,897","3,240",0.21,0.12,-,16,89,Single,Seasoning
"Green chili, fresh",93.4,26,0.7,0.3,5.2,2.6,0.4,14,23,0.4,7,151,0.08,0.2,-,44,260,0.05,0.06,0.4,84,82,Single,Seasoning
"Red chili, dried",10,367,15.9,6.2,61.8,26.9,6.1,160,370,2.3,25,181.5,1.2,1.8,-,"10,955",576,0.4,1.36,4.4,50,85,Single,Seasoning
"Red chili, fresh",90.9,36,1,0.3,7.3,1.4,0.5,29,24,0.5,23,272.4,0.12,0.2,-,"5,833",470,0.05,0.09,3,18,85,Single,Seasoning
